,,Table B,,,,,,,,,,
9799e5f0-64d9-468d-b07c-a75050354539,Weekly Telegraph,Telegraph Plc,Print Magazine,NA,2 ratings,2 ,13,2,2,,,
6d52c15c-286a-4e6e-86db-569d18a68926,Orthodox Word,Orthodox Word,Print Magazine,Occult Magazines,2 ratings,2 ,13,16,2,,,
c9700d64-d01b-41bc-b598-af98a6c306c3,Bible Today,Liturgical Press,Print Magazine,Occult Magazines,3 ratings,3 ,16,16,2,,,
76d1e2a4-2e6e-4610-b049-2afe5fe5c7f6,Chile Pepper,Mcaby Media Llc,Print Magazine,NA,21 ratings,21 ,15,2,3,,,
35a3b505-8d02-4490-8224-dbdb278d7ea2,Reclaim,Uncooked Media,Kindle Edition,Interior Design eMagazines,37 ratings,37 ,14,26,3,,,
ae3d1d29-39ae-49bc-8875-a19a2f3306b4,Mystery Weekly Magazine,AM Marketing Strategies,Kindle Edition,"Literary, Sci-Fi & Mystery eMagazines",136 ratings,136 ,23,37,4,,,
2fa49895-c67f-4dba-8468-bcfe43b18b0d,J-14,"A360 Media, LLC",Kindle Edition,Children's & Teens' eMagazines,225 ratings,225 ,15,30,4,,,
d3d56fb8-5b39-4a25-b53a-406b9dbbf83f,This Old House,This Old House Ventures,Print Magazine,NA,0 ratings,0 ,23,2,2,,,
212dd51a-7f21-4a66-8006-2582a55ecc08,Art Journaling,Stampington & Co,Print Magazine,NA,0 ratings,0 ,16,2,2,,,
55bb092d-0d48-42ba-befd-9e1a49e44ec4,Maisons Cote Est,Groupe Altice Media,Print Magazine,NA,0 ratings,0 ,19,2,2,,,
f07a9033-94e1-45b6-a73b-10b66ff66772,Mein Schoener Garten,Burda Hearst Publishing,Print Magazine,Antiques & Collectibles Magazines,0 ratings,0 ,23,33,2,,,
669b766f-d0df-425b-afd6-e79d5b231124,Pomme D Api - France Edition,Bayard Presse,Print Magazine,Europe Travel Magazines,0 ratings,0 ,13,23,2,,,
0b4751c2-c875-4d46-aba2-6040a4838db8,Diabetes Self-Management,"Madavor Media, LLC",Kindle Edition,Health eMagazines,63 ratings,63 ,18,17,3,,,
8cde54c7-8d64-4a21-a7ee-74086fd55c06,Surplus Vintage & Classic Firearms,FMG Publications,Kindle Edition,Outdoors & Nature eMagazines,39 ratings,39 ,16,28,3,,,
a966b9a4-bf8f-4267-8eda-37f25a58fe27,American History,HistoryNet,Kindle Edition,"Science, History & Nature eMagazines",41 ratings,41 ,10,36,3,,,
c56c56a5-7f0d-40ce-952a-eb26d1b6b094,Vanity Fair - Spanish ed,Ediciones Conde Nast Sa,Print Magazine,Lifestyle & Communities Magazines,3 ratings,3 ,23,33,2,,,
96bafa2b-10f0-46a8-b1a2-4ab00a8bf255,Militaria Magazine,Histoire Et Collections,Print Magazine,Europe Travel Magazines,0 ratings,0 ,23,23,2,,,
4573980d-cf24-4350-8a02-b5ed5569531f,Lilith : the Independent Jewish Womens Magazine,Lilith Publications Inc,Print Magazine,Women's Lifestyle Magazines,0 ratings,0 ,23,27,2,,,
37355931-9756-4d93-8d4c-4ee610514d12,Spirituality & Health,"Good Harbor Media, LLC",Kindle Edition,Religion & Spirituality eMagazines,127 ratings,127 ,22,34,4,,,
4b2dd60c-aa77-4f60-aed6-d9ab5a3f54f4,Civil War from a to Z,Bayshore History Llc,Print Magazine,History Magazines,1 rating,1,20,17,1,,,
59eebcfb-cb2c-4a50-9e58-98819db62278,Sky & Telescope,American Astronomical Society,Kindle Edition,"Science, History & Nature eMagazines",194 ratings,194 ,29,36,4,,,
6cac27ea-81cc-4d7f-a4b2-4209df82a13a,Simply Crochet,Immediate Media Company London Ltd,Kindle Edition,Needlecrafts eMagazines,119 ratings,119 ,34,23,4,,,
a0cbdeb7-62c1-4a30-a6c2-422fb79ac3e9,Autism Aspergers Digest Magazine,Autism Asperger's Digest,Print Magazine,Lifestyle & Communities Magazines,3 ratings,3 ,24,33,2,,,
f2c8f8eb-b27c-4132-bcd8-c087a8f6162b,Tahoe Quarterly,Tahoe Quarterly Llc,Print Magazine,Pets & Animals Magazines,1 rating,1,19,24,1,,,
ee13f353-48d8-42e7-ba39-0b9b8a35960b,Record Collector - London England,Diamond Publishing Ltd % Sue,Print Magazine,Movie Magazines,5 ratings,5 ,28,15,2,,,
fd874073-5f3d-4704-bfbb-8d7659613bb1,Mid-Atlantic Thoroughbred,Maryland Horsebreeders Assn,Print Magazine,Equestrian Magazines,0 ratings,0 ,27,20,2,,,
dd22f14a-c629-4139-818e-39c2775e2e35,Cigar Aficionado,"M. Shanken Communications, Inc.",Kindle Edition,Arts eJournals,231 ratings,231 ,31,14,4,,,
a67de90c-3682-4a2b-821a-9f297544ba39,Wine Spectator,"M Shanken Communications, Inc.",Kindle Edition,"Cooking, Food & Wine eMagazines",125 ratings,125 ,30,31,4,,,
0ae8b0f3-3f71-459f-908b-8871560865f2,LOULOU,Rogers Publishing Limited,Kindle Edition,Celebrities & Gossip eMagazines,21 ratings,21 ,25,31,3,,,
8e77eca2-4e53-442b-8516-da5c9dcf595d,Today's Parent,St. Joseph Communications,Kindle Edition,Parenting & Families eMagazines,12 ratings,12 ,25,31,3,,,
49b8fa60-181d-4e65-b2b1-3234abf41b65,Classic Toy Trains,Kalmbach Publishing Co.,Kindle Edition,Craft & Hobby eMagazines,56 ratings,56 ,23,24,3,,,
180bf2de-70ab-463e-bb31-a491cdd6dd4e,Practical Horseman,Active Interest Media (Cruz Bay Publishing Inc),Kindle Edition,Pets & Animals eMagazines,63 ratings,63 ,47,25,3,,,
926234f5-7cb1-41ba-ba80-e2b1eb1f9723,Schoener Wohnen,Gruner Und Jahr Ag & Co,Print Magazine,NA,6 ratings,6 ,23,2,2,,,
37735ac1-19eb-47d6-8702-e18705768d7b,Man at Arms,Man at Arms Magazine,Print Magazine,NA,5 ratings,5 ,20,2,2,,,
9575eee3-8f32-4f8e-9add-f658c9916c83,Education Update,Education Update,Print Magazine,Education Magazines,0 ratings,0 ,16,19,2,,,
39519180-4cae-40d5-bc93-0f377a09df39,Independent Ink Magazine,mobot publishing,Kindle Edition,News & Political Commentary eMagazines,5 ratings,5 ,16,38,2,,,
98fd2ff6-8b2d-4cc9-8aab-6766c06c26af,Country Homes & Interiors UK,Future Publishing Ltd,Kindle Edition,Interior Design eMagazines,160 ratings,160 ,21,26,4,,,
995768de-07e3-47ef-bfca-9dd998be39e1,The Paris Review,"The Paris Review Foundation, Inc.",Kindle Edition,"Literary, Sci-Fi & Mystery eMagazines",24 ratings,24 ,33,37,3,,,
b59503f3-fe9b-428c-b786-ef659722f2c2,World War II,HistoryNet,Kindle Edition,"Science, History & Nature eMagazines",52 ratings,52 ,10,36,3,,,
47542ae6-ad53-4f7e-a662-f294d11a4424,Bassmaster,"B.A.S.S., LLC",Kindle Edition,Fishing eMagazines,94 ratings,94 ,13,18,3,,,
5c38acf2-2026-4c10-9af9-ffe685801258,Linux Format,Future Publishing Ltd,Kindle Edition,Computers & Internet eMagazines,84 ratings,84 ,21,31,3,,,
34588dd8-3fd5-4123-9669-4aaf8564910b,Los Angeles magazine,"Emmis Publishing, L.P.",Kindle Edition,"Travel, City & Regional eMagazines",65 ratings,65 ,22,34,3,,,
0b8619ca-002c-4eda-91f7-035b17f3872f,FLUX Hawaii,Nella Media Group,Print Magazine,Lifestyle & Communities Magazines,0 ratings,0 ,17,33,2,,,
22ca3906-a1a0-4f15-b30e-f1e9eee4e552,Wheels Magazine,Egmont Tidskrifter Ab,Print Magazine,NA,0 ratings,0 ,21,2,2,,,
f0f81775-d8f3-4b86-b250-b620d517c4cd,Poultry Press,Poultry Press,Print Magazine,Chemistry Magazines,8 ratings,8 ,13,19,2,,,
329fd075-5932-4f56-a283-5cca4c185b76,Montana : the Magazine of Western History,Montana Historical Society,Print Magazine,History Trade Journals,5 ratings,5 ,26,22,2,,,
f395ceb5-50e7-4828-99a9-6504b062f0d7,Twist,Bauer Publishing,Print Magazine,NA,37 ratings,37 ,16,2,3,,,
2c6ee5c0-c23c-4401-b204-1fa6cd332943,Maxim M‹¨«xico,Epicurus Publishing S.A.P.I de C.V,Kindle Edition,Men's Interests eMagazines,9 ratings,9 ,34,26,2,,,
3961430d-1ee7-439f-811e-1330c23f25ec,Chickens,EG Media,Kindle Edition,Pets & Animals eMagazines,165 ratings,165 ,8,25,4,,,
65206ade-e78c-4aec-bb50-9a6780ec743a,Vogue UK,The Conde Nast Publications,Kindle Edition,Arts eJournals,98 ratings,98 ,27,14,3,,,
2e220870-1a78-4083-a5c1-b7f1e5234bef,Woodworker's Journal,"Rockler Press, Inc",Kindle Edition,How-to & Home Improvements eMagazines,112 ratings,112 ,18,37,4,,,
68a3fc69-4428-4f47-8c96-deabf19444f1,Economic Global Weekly,Econoday,Kindle Edition,Economics eMagazines,8 ratings,8 ,8,20,2,,,
f8f4aff9-cc22-4c3e-9cc5-3ebab79ba44a,Pit & Quarry - Mn,North Coast Media Llc,Print Magazine,NA,0 ratings,0 ,21,2,2,,,
df8ff7bb-4839-4eff-8ff9-fb3e7db2505a,Birmingham Home & Garden,Pmt Publishing,Print Magazine,Farming Magazines,0 ratings,0 ,14,17,2,,,
a7956aa6-5b7e-4b14-90e4-0b07a74e353e,Bomb,New Art Publ/Bomb Magazine,Print Magazine,Art & Art History Magazines,4 ratings,4 ,26,27,2,,,
3fcefa7c-d7c8-4e75-9450-29e45308079f,TransWorld SKATEboarding,American Media Inc,Kindle Edition,NA,14 ratings,14 ,18,2,3,,,
01092930-55cf-4fd7-ba36-c579f19a0d47,Canadian Living,TVA Publications Inc.,Kindle Edition,Canadian eMagazines,36 ratings,36 ,21,19,3,,,
a4dea8c5-8977-4685-8c77-8ee955994e45,Wine Enthusiast Magazine,Wine Enthusiast,Kindle Edition,"Cooking, Food & Wine eMagazines",104 ratings,104 ,15,31,4,,,
4727d457-3104-417f-a1f6-cfe4fabcaaac,Beckett Baseball,Beckett Baseball,Print Magazine,NA,0 ratings,0 ,16,2,2,,,
3e1c1d74-3692-4270-8724-637f67c2f85c,Power & Motoryacht,Active Interest Media (Cruz Bay Publishing Inc),Kindle Edition,Boating eMagazines,27 ratings,27 ,47,18,3,,,
3e602043-ffd1-46bb-9070-b69154ed7531,Paint Horse Journal,American Paint Horse Assn,Print Magazine,Equestrian Magazines,5 ratings,5 ,25,20,2,,,
c3063c96-9303-496e-a379-e5b3fb8b7612,Jezebel,Modern Luxury,Print Magazine,Beauty Magazines,4 ratings,4 ,13,16,2,,,
283c6755-da4a-4d3c-bddf-b860b39485c9,Stuff,Kelsey Publishing,Kindle Edition,Video Game eMagazines,68 ratings,68 ,17,21,3,,,
e0fb2bde-139a-4ac1-8ed9-a2ffbbe9c052,Science of Mind Magazine,Centers for Spiritual Living,Kindle Edition,Religion & Spirituality eMagazines,72 ratings,72 ,28,34,3,,,
2069bdcb-9242-4fa4-9fc4-fdb6d2dcb2ff,Whisky Advocate,"M Shanken Communications, Inc.",Kindle Edition,"Cooking, Food & Wine eMagazines",188 ratings,188 ,30,31,4,,,
7d5ecd70-7495-4dd9-86e5-205f9961eed6,Bell Europa,Cairo Editore Spa,Print Magazine,Europe Travel Magazines,0 ratings,0 ,17,23,2,,,
2d1ac4e8-dfd8-4412-af25-14b32250ea9e,TV Guide Magazine Crosswords,Kappa Publishers Group,Print Magazine,NA,8 ratings,8 ,22,2,2,,,
7d75ab2f-d6f6-44f5-b658-a44a23327eea,Paris Review,Paris Review Foundation Inc,Print Magazine,NA,11 ratings,11 ,27,2,3,,,
4f7e224f-e085-41c3-a342-1d09121a3a3f,Artists Drawing and Inspiration,"Sunrise Publications, Inc.",Kindle Edition,Entertainment & Pop Culture eMagazines,60 ratings,60 ,26,38,3,,,
aba95b3e-2bdd-4a0e-8d6b-324fb603cbeb,Watkins Mind Body Spirit,Watkins,Kindle Edition,Humanities & Social Sciences eJournals,48 ratings,48 ,7,38,3,,,
7a28e1fb-1fc5-4010-81ba-92ab73a0425c,Wild West,HistoryNet,Kindle Edition,"Science, History & Nature eMagazines",76 ratings,76 ,10,36,3,,,
c9a2a170-c5c4-41b6-9ef9-b9167f353a26,Spin-Off,Long Thread Media LLC,Kindle Edition,Needlecrafts eMagazines,103 ratings,103 ,21,23,4,,,
9d38367a-d9da-47b2-85b1-4a9d08bd7d17,Billboard,Prometheus Global Media,Kindle Edition,Music eMagazines,17 ratings,17 ,23,16,3,,,
ed9babda-07d3-465e-ad44-a4090e421e40,North American Whitetail,Outdoor Sportsman Group,Kindle Edition,Hunting & Firearms eMagazines,105 ratings,105 ,23,29,4,,,
3b952e25-16ed-4c35-a4b1-37dcc42760ec,Capital Press,Press Publ Co,Print Magazine,News & Political Commentary Magazines,1 rating,1,13,37,1,,,
3173f71c-ceab-4de6-803b-537d815d10bc,Extralapis,Christian Weise Verlag,Print Magazine,NA,0 ratings,0 ,22,2,2,,,
9b3e5a4d-3856-4680-89db-151ded60fffb,Empty Vessel,Empty Vessel,Print Magazine,Other Eastern Religions Magazines,24 ratings,24 ,12,33,3,,,
af3523a4-ee9d-402c-80a7-e67a01e03207,strategy+business,PwC Strategy& LLC,Kindle Edition,Business & Investing eMagazines,40 ratings,40 ,17,31,3,,,
01976bcf-e82b-43b1-b3e6-ff7ea832f325,Uncanny Magazine,Uncanny Magazine,Kindle Edition,Pop Culture eMagazines,32 ratings,32 ,16,22,3,,,
d4ce497d-73b9-4458-86b1-611bdb9a0d5a,Mental Floss,"Dennis Publishing, Inc.",Kindle Edition,"Literary, Sci-Fi & Mystery eMagazines",33 ratings,33 ,23,37,3,,,
1e9277f0-12c2-43aa-a922-02bdd1d2d240,Step By Step Wire Jewelry,Interweave Press,Kindle Edition,Decorating eMagazines,15 ratings,15 ,16,21,3,,,
e86ac3de-b203-4a6d-9c1b-f2d1f4160a5c,Austin Monthly Home,Austin Monthly,Print Magazine,Western United States Travel,1 rating,1,14,28,1,,,
8001241b-a5bd-465a-9d96-f4e225387bc3,Horse - Ky,Modern Horse Breeding,Print Magazine,NA,1 rating,1,21,2,1,,,
914dbb68-48b1-4237-87d2-508c69a89598,Le Magazine De La Place Des Arts,Magazine Place Des Arts,Print Magazine,NA,0 ratings,0 ,23,2,2,,,
cbe34c95-1633-4903-a824-f214fa63f52e,Aviation News,Key Publishing Ltd /Units 1-4,Print Magazine,NA,0 ratings,0 ,29,2,2,,,
580b2a40-4b12-4477-9ef2-85445e3fcea2,African-American Observer,African-American Observer,Print Magazine,Lifestyle & Communities Magazines,0 ratings,0 ,25,33,2,,,
2fc5fad3-480a-4141-b68f-bf24e7cc7b68,Skin & Ink,Magna Publishing Group,Print Magazine,NA,10 ratings,10 ,22,2,3,,,
d1a9d788-3c20-4943-9ea9-21e8b9045e68,Crochet Now Magazine,Practical Publishing,Kindle Edition,Kindle Newsstand (Kindle Store),92 ratings,92 ,20,31,3,,,
5d63c2fd-e6c3-4e24-9008-e9d1d79de30f,Natural Health,Aceville Publications Ltd,Kindle Edition,Health eMagazines,58 ratings,58 ,25,17,3,,,
80ee20d6-1090-44a1-8db6-fc5ddbd63263,Knives Illustrated,Engaged Media,Kindle Edition,Hunting & Firearms eMagazines,53 ratings,53 ,13,29,3,,,
15d88466-03dd-4983-96d2-3972d261bb47,Fighters Only Magazine,i2media Limited,Kindle Edition,Extreme Sports eMagazines,19 ratings,19 ,15,25,3,,,
a8947bd2-7ab8-4885-b1a2-0f0bc2f4e42e,Handwoven,Long Thread Media LLC,Kindle Edition,Knitting eMagazines,74 ratings,74 ,21,19,3,,,
fdb3ce01-b33e-4d0a-8ed2-e6c06f39ace1,Surfing,TEN: The Enthusiast Network,Kindle Edition,Water Sports eMagazines,1 rating,1,27,23,1,,,
fb44e7a8-b9d4-431f-818d-eae68cd0fd61,Passagemaker,Active Interest Media (Cruz Bay Publishing Inc),Kindle Edition,Boating eMagazines,29 ratings,29 ,47,18,3,,,
98885659-f32d-44e7-9eda-00d68f5152f9,Good N Easy Crosswords Jumbo,Kappa Publishers Group,Print Magazine,Movie Magazines,1 rating,1,22,15,1,,,
20fba750-fa0f-4b08-a586-7edba32386be,Creative Nonfiction,Creative Nonfiction,Print Magazine,Science & Nature Essays & Commentary Magazines,11 ratings,11 ,19,46,3,,,
a79bc581-c9db-496d-bfc4-a48ecf4c991d,athome,"Moffly Publications, Inc.",Print Magazine,Farming Magazines,0 ratings,0 ,25,17,2,,,
6b6c951a-98bb-4309-a9de-e2e51061ac4e,Tow Times,Tow Times,Print Magazine,Motorcycle Magazines,0 ratings,0 ,9,20,2,,,
e46ba91c-fc5d-4af6-a7e6-1a4dfeeabd8e,Dramatics,Educational Theatre Assn,Print Magazine,Literary Magazines & Journals,2 ratings,2 ,24,29,2,,,
11b834f5-7e8d-4088-9bc9-717a478b150c,Pdn : Photo District News,Emerald Expositions Llc,Print Magazine,NA,6 ratings,6 ,23,2,2,,,
1806cc20-0c23-4d48-8386-e95cf47befa9,Muse Magazine,Cricket Media,Kindle Edition,Children's & Teens' eMagazines,299 ratings,299 ,13,30,4,,,
2aa8e4bd-3f4e-43dd-a0e5-77d9416c7065,Ask Magazine,Cricket Media,Kindle Edition,Parenting & Families eMagazines,353 ratings,353 ,13,31,4,,,
781c6e67-5a64-45d8-ae30-cbb0d2784f04,Siempre Mujer,Meredith Corporation,Kindle Edition,Spanish Language eMagazines,3 ratings,3 ,20,27,2,,,
cfa06489-d60f-430e-a4f2-630624444f01,Yachting,Bonnier Corp,Kindle Edition,Boating eMagazines,146 ratings,146 ,12,18,4,,,
f42698d8-942f-46dc-b52d-58fde04cdac8,SLEEP,Associated Professional Sleep Societies,Kindle Edition,Medicine eJournals,2 ratings,2 ,39,18,2,,,
b3ccd42d-2e31-47cc-98f8-30112d7e183b,Burda Style - German ed,Verlag Aenne Burda,Print Magazine,NA,0 ratings,0 ,18,2,2,,,
485c5629-c620-4039-8011-f8acb3a25f26,Pole-Position Magazine,Les Editions Pole-Position Inc,Print Magazine,NA,1 rating,1,30,2,1,,,
6dd07edb-409b-4b2e-ad7b-7c55fbbd98d8,Letras Libres,Editorial Vuelta S a De C V,Print Magazine,Australia Travel Magazines,0 ratings,0 ,27,26,2,,,
7515310e-6ae2-420d-9fb1-4714253b6259,Bible Expositor and Illuminator,Union Gospel Press,Print Magazine,Occult Magazines,4 ratings,4 ,18,16,2,,,
515aa662-719c-46de-88ed-1b2cc5edb354,New Philosopher,The Bull Media Company,Kindle Edition,Humanities & Social Sciences eJournals,42 ratings,42 ,22,38,3,,,
c976a854-a226-4606-8c2c-d14b6d5dbad0,iPhone Life Magazine,"Thaddeus Computing, Inc.",Kindle Edition,Computers & Internet eMagazines,76 ratings,76 ,24,31,3,,,
7255f77e-a156-487b-800c-fdb70618c463,Photography Week,Future Publishing Ltd,Kindle Edition,Photography eMagazines,126 ratings,126 ,21,22,4,,,
81fd6f39-615b-4de6-9b98-210b55f9b921,OUT,Here Publishing Inc,Kindle Edition,Lifestyle & Culture eMagazines,33 ratings,33 ,19,30,3,,,
0b01c4f5-03ce-4dc2-aac1-ba97198b8ac2,Good Housekeeping UK,Hearst Magazines UK,Kindle Edition,eMagazines of the United Kingdom,95 ratings,95 ,19,32,3,,,
f636ce06-877e-4323-acf8-d4125fba4019,Closer UK Edition,Bauer Consumer Media Ltd.,Kindle Edition,Tabloid eMagazines,141 ratings,141 ,25,18,4,,,
9b652339-baf3-421c-b163-310d459a28f9,National Park Journal,"Pocket Outdoor Media, LLC",Kindle Edition,Outdoors & Nature eMagazines,28 ratings,28 ,25,28,3,,,
31f09f3e-4b9f-446a-99af-9dee004da9c1,The Escapist,Themis Group,Kindle Edition,Video Game eMagazines,6 ratings,6 ,12,21,2,,,
a4393df2-b053-4f11-b362-7a5b14de9a0a,Vivre Cote Paris,Cote Maison,Print Magazine,Chemistry Magazines,4 ratings,4 ,11,19,2,,,
8043104c-f86e-42d4-8290-e2fffd158716,MissouriLife,MissouriLife,Print Magazine,Australia Travel Magazines,2 ratings,2 ,12,26,2,,,
ebdcfac0-6681-441b-b50c-fc18559e30db,Nouveau Detective,Editions Nuit Et Jour,Print Magazine,NA,1 rating,1,21,2,1,,,
e1dbe859-c5f5-49f0-965f-1a466c7df216,Bel Age,Transcontinental Publ Gt,Print Magazine,Chemistry Magazines,0 ratings,0 ,24,19,2,,,
42175ce1-ad24-4200-a895-aa0b9c2e7901,Highlights for Children,"Highlights for Children, Inc.",Kindle Edition,Children's & Teens' eMagazines,"3,130 ratings","3,130 ",29,30,6,,,
90092745-052c-402e-bb0d-5b18e6cb4ace,RotorDrone,Air Age Media,Kindle Edition,Craft & Hobby eMagazines,89 ratings,89 ,13,24,3,,,
7bdfe5d0-889d-4600-9c45-8608bc8c3330,Closer Weekly,"A360 Media, LLC",Kindle Edition,Tabloid eMagazines,200 ratings,200 ,15,18,4,,,
7fb8c516-3331-445d-8ed2-8c7e5734ad03,People Magazine June 9 2014 Kim Kanye Wedding,NA,Single Issue Magazine,NA,1 rating,1,2,2,1,,,
05d48d90-bfe9-4fd6-9de3-69efd67f35f1,Bass Player,Future Publishing Ltd,Kindle Edition,Music eMagazines,97 ratings,97 ,21,16,3,,,
27026749-eda4-4612-8aba-e373b394bdbf,Tech-Stock Prospector,Tech-Stock Prospector LLC,Kindle Edition,Business & Investing eMagazines,11 ratings,11 ,25,31,3,,,
1d2bf768-5ae3-49b0-9b91-5459123c8da3,Business First,American City Business Journal,Print Magazine,Career Magazines,0 ratings,0 ,30,16,2,,,
af993d6b-aff7-4f4c-aac3-f21cc38b7ccd,Home Cinema Choice,Mytimemedia Ltd,Print Magazine,Farming Magazines,8 ratings,8 ,15,17,2,,,
2efb9cdd-1f0a-4a27-a9e7-1191e87f3bf4,Plan : Architecture & Technologies in Detail,Cube Srl,Print Magazine,Science & Nature Technology Magazines,0 ratings,0 ,8,37,2,,,
04b0114e-92ca-4a94-bdce-e86c90541156,Snowest,Harris Publishing Inc,Print Magazine,Skiing & Snowboarding Magazines,3 ratings,3 ,21,31,2,,,
932d5c19-09af-4f1f-b68d-a137b45c8ef7,Liberty Magazine,Review & Herald Publ Assn,Print Magazine,NA,1 rating,1,25,2,1,,,
6125a558-8245-4687-90f4-d8d5638c86d2,NA,CUBBYCAM,NA,NA,51 ratings,51 ,8,2,3,,,
e688e110-43a7-4b05-baeb-4805589fe38c,The Hockey News,Roustan Media Ltd.,Kindle Edition,Sports & Leisure eMagazines,72 ratings,72 ,18,27,3,,,
3edccd0f-f3d1-47be-82aa-ed23c0e8a26d,Animal Tales,"A360 Media, LLC",Kindle Edition,Children's & Teens' eMagazines,210 ratings,210 ,15,30,4,,,
102a8a1c-2f42-4043-af8f-944edd725cb7,The Advocate,Here Publishing Inc,Kindle Edition,News & Political Commentary eMagazines,32 ratings,32 ,19,38,3,,,
103821ef-4fa7-48ec-b34a-c8063d628f0c,Civil War Times,HistoryNet,Kindle Edition,"Science, History & Nature eMagazines",54 ratings,54 ,10,36,3,,,
316db932-6271-4597-b6b1-699fefab8c2b,Coins,"Active Interest Media (Cruz Bay Publishing, Inc)",Kindle Edition,Craft & Hobby eMagazines,147 ratings,147 ,48,24,4,,,
ea7fadcf-7ad3-48e2-8aee-05d504973058,Soundings,Active Interest Media (Cruz Bay Publishing Inc),Kindle Edition,Boating eMagazines,14 ratings,14 ,47,18,3,,,
8051edaa-1852-41e7-9f77-c1c2ebfa7167,American Cowboy,"Active Interest Media (Cruz Bay Publishing, Inc)",Kindle Edition,Outdoors & Nature eMagazines,14 ratings,14 ,48,28,3,,,
5abc3426-4f92-4a29-b91d-7f374252dea2,DOTmed HealthCare Business News,"DOTmed.com, Inc.",Kindle Edition,Medicine eJournals,8 ratings,8 ,16,18,2,,,
becd6515-035d-4011-8bac-d345adc63807,Pacific Standard,Miller-McCune Center for Research,Print Magazine,Ideas & Commentary Magazines,7 ratings,7 ,33,28,2,,,
97274414-e825-4584-a616-6369c8624730,Betty & Veronica Comics Digest,Archie Comic Publications,Print Magazine,Magazines for 12 & Up,1 rating,1,25,21,1,,,
a6b05986-4fef-49a5-b990-cbcdbefdef35,Practical Reptile Keeping,Guideline Publications Ltd,Print Magazine,Pets & Animals Magazines,0 ratings,0 ,26,24,2,,,
83ac31b7-a8c3-453c-9a0a-745cf43e7553,Batgirl,Dc Comics,Print Magazine,Science Fiction & Fantasy Magazines,1 rating,1,9,35,1,,,
dc71f71c-8ddd-4957-878a-c6dedf7e98f5,Macformat - Mac Format,Future Publishing Ltd,Print Magazine,Lifestyle & Communities Magazines,21 ratings,21 ,21,33,3,,,
1cfb4dcc-a0a0-4018-9b34-383df4f15073,American Football Monthly,L C Clark Publishing Co Inc,Print Magazine,Baseball Magazines,0 ratings,0 ,27,18,2,,,
07955fbd-963e-485b-8eb1-c9bcfa4f005e,Luxe : National,Sandow Media Corporation,Print Magazine,Farming Magazines,1 rating,1,24,17,1,,,
55b5f10f-cc9c-4b1e-a8b9-65c2b7f9c610,In Tune Monthly,In Tune Partners,Print Magazine,Art & Art History Magazines,0 ratings,0 ,16,27,2,,,
e0abfe49-9c97-41ad-b285-5d10aeffa52a,How It Works,Future Publishing Ltd,Kindle Edition,Technology eMagazines,73 ratings,73 ,21,21,3,,,
52527835-955a-4667-87ad-f66b55d5725c,The Ideal Home and Garden,Next Gen Publishing Limited,Kindle Edition,Home & Garden eMagazines,10 ratings,10 ,27,24,3,,,
a940551c-6f7a-4e63-b6a4-2950f8f66091,DNA Magazine,DNA Publications,Kindle Edition,Kindle Newsstand (Kindle Store),73 ratings,73 ,16,31,3,,,
40f4e910-4122-45e5-9bd4-bd9f3a9ba828,House & Garden,The Conde Nast Publications,Kindle Edition,Decorating eMagazines,36 ratings,36 ,27,21,3,,,
73c90b12-2895-4452-b84e-bebfdc508399,Horse Illustrated,EG Media,Kindle Edition,Pets & Animals eMagazines,268 ratings,268 ,8,25,4,,,
13284ed7-2e96-427a-b62f-98f15711a6b1,Psychologies,Kelsey Publishing Group,Kindle Edition,Women's Lifestyle eMagazines,50 ratings,50 ,23,28,3,,,
